Category,Message,,,
ham,I’ll pick you up around 6:45 p.m. That should give us enough time to get there and park.,,,
ham,I asked you a question a few hours ago. Here is the answer.,,,
ham,"Hello… sorry, I’m drunk. If this doesn’t make sense, forgive me. I don’t know how to dance to drum and bass! Had fun tonight. — Ros",,,
spam,"Congratulations! Thanks to a good friend, you have won the £2,000 Christmas prize. To claim, call now — national rate.",,,
spam,How does it take so little time for a child who fears the dark to become a teenager who wants to stay out all night? WE GOT YOU HIRE A DETECTIVE FOR YOUR KID ,,,
spam,"Banglorebae: Your order is on the way. You should receive a service message to download your content. If not, visit the website on your mobile service menu.",,,
ham,Going for dinner. Will message you afterward.,,,
ham,Weight loss! No more unhealthy habits. Make money on eBay or something. And give thanks to God.,,,
spam,Please call 08712402779 immediately; an urgent message is waiting for you.,,,
spam,"Try chat service with photo upload. Call 08718730666 (10p/min). To stop texts, call 08712460324.",,,
ham,"When you're hurt by someone close, talk it out with them. Sometimes a fight saves a relationship, but staying silent ends it. Good evening.",,,
spam,"We tried calling you regarding your reply to our SMS for a video mobile offer: 750 mins, unlimited texts, free camcorder. Reply or call now 08000930705. Delivery Thursday.",,,
spam,Your credits have been topped up. Your renewal PIN is tgxxrz.,,,
ham,Do you have a friend named Ashwini in your college?,,,
ham,"Hey, I’ll be late. I’m at AMK. Need to get tea or coffee.",,,
ham,"Ladies first and genius second, okay.",,,
ham,You bought notes already… because I just remembered I got them.,,,
spam,"Dear Dave, this is your final notice to collect your 4? Tenerife holiday or £5000 cash award! Call 09061743806.",,,
ham,"Oh, did you charge the camera?",,,
spam,FREE for the first week! Top Nokia tone for your mobile every week. Text NOKIA to 87077.,,,
ham,Nothing special. What about you? Where are you?,,,
ham,"Sir, I sent you an email about logging into the USC payment portal. I’ll send another message explaining how things are back home. Have a great weekend.",,,
spam,URGENT! Your mobile number has been awarded a £2000 guaranteed prize. Call 09061790121. Claim code 3030. Valid 12 hrs only.,,,
ham,"Lol. The quality isn't bad at all, so I’m not complaining.",,,
spam,Your TONEXS subscription has been renewed and you’ve been charged £4.50. You may choose 10 more tones this month.,,,
ham,"Mine here are all from China, so it’s noisy.",,,
spam,BIG BROTHER ALERT! You’ve been selected for £10k cash or a £150 voucher. Call 09064018838.,,,
ham,"Okay, I already planned. I will pick you.",,,
ham,Thanks for this. Hope you had a good day today.,,,
ham,"Okay, can I pick up another one when you're done?",,,
ham,"Behind every darkness, there is a shining light waiting to be found. Behind every best friend, there is trust and care.",,,
ham,Have a great time in Newquay! Send me a postcard! Look after all the girls while I’m gone.,,,
ham,God bless. Get good sleep… I will pray.,,,
spam,"Do you notice that when you're driving, anyone slower seems like an idiot and anyone faster seems like a maniac?",,,
ham,"Not much, just texting. How about you?",,,
spam,"WINNER! As a valued customer, you’ve been selected to receive a £900 reward! Call 09061701444.",,,
ham,"Petey boy, where are you? Me and your friends are at the Kingshead. Come down if you can. — Nic",,,
spam,Send a logo to your loved one — two names joined by a heart. Text LOVE NAME1 NAME2 MOBNO to 87077.,,,
ham,"Go tell her, or confront her firmly while she’s crossing.",,,
ham,Here there are lots of hairdressers from China.,,,
ham,Just sent again. Do you shout a lot when stressed?,,,
ham,I liked the new mobile.,,,
ham,"Yes, it’s confirmed for you staying that weekend.",,,
spam,Free entry in a weekly contest to win FA Cup final tickets. Text FA to 87121.,,,
ham,"Yeah, I have a list with only you and Joanna if I’m feeling very antisocial.",,,
ham,"Hi, Happy New Year. Not to intrude, but can you tell me how much tuition you paid last semester and this semester?",,,
spam,URGENT! Your mobile number was awarded a £2000 bonus prize! This is our second attempt to contact you. Call 0871-872-9758.,,,
ham,It’s okay; my arm feels weak because I got a shot. We can go another time.,,,
ham,Watching a Telugu movie… what about you?,,,
spam,"You are guaranteed the latest Nokia phone, a 40GB iPod, or a £500 prize! Text COLLECT to 83355.",,,
spam,A £400 Christmas reward is waiting for you! Call 09066380611.,,,
ham,I don’t have anybody’s number. I don’t know a polite way to ask Alex.,,,
spam,Four months half-price Orange line rental and latest camera phones free. Call MobilesDirect on 08000938767.,,,
spam,New TextBuddy chat available. Text ONE name to 89693.,,,
ham,ay! You better not have said that to five other people.,,,
ham,"Oops, I was in the shower when you called. A parking garage collapsed at University Hospital. See, I'm not crazy—things like that do happen.",,,
ham,Great comedy… can't stop laughing.,,,
ham,Not yet had… yes Sapna aunty’s house yesterday. Chinnu is weak and looking a bit dull.,,,
spam,Had your mobile 11 months or more? You are entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030,,,
ham,"Okay then, are you coming to class tomorrow.",,,
spam,"Free entry into a weekly competition for a chance to win an iPod. Text POD to 80182 (std txt rate). T&C apply 08452810073, 18+",,,
ham,"The beauty of life is in the next second, which hides many secrets. I hope every second will be wonderful in your life. Good night.",,,
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Please call 09066364311 to collect your award.,,,
ham,So what did the bank say about the money?,,,
ham,"But I can’t go to your house empty-handed, right?",,,
spam,Bloomberg Message Center: Why wait? Apply for your future at their careers site.,,,
spam,"Get a free mobile video player and a free movie. To collect, text GO to 89105.",,,
spam,Get a brand new mobile phone by being an agent of The Mob! For more info text MAT to 87021.,,,
ham,Just getting back home.,,,
ham,It’s a little difficult but it’s a simple way to enter this place.,,,
ham,"I will borrow your bag, okay.",,,
ham,What’s up there? Don’t you want to sleep?,,,
ham,Think positively. You will do well.,,,
ham,"I’ve been barred from all B&Q stores for life! Someone asked if I wanted decking, so I reacted.",,,
spam,This message is free. Welcome to the new and improved club. To unsubscribe reply STOP.,,,
spam,Do you want a new Nokia 3510i delivered tomorrow? With free minutes and texts? Reply or call 8000930705.,,,
ham,Small problem in auction; Punjab now asking Tiwary.,,,
ham,Okay… where did you take the test?,,,
spam,"We have new local dates in your area. Reply DATE to start now, 18+.",,,
spam,T-Mobile customer: You may now claim your free camera phone upgrade and SIM card. Call 0845 021 3680.,,,
ham,Are you coming today for class.,,,
spam,You have a secret admirer. Reveal who it is by calling 09065174042. To opt out reply REVEAL STOP.,,,
ham,Haha cool cool.,,,
ham,Send his number and reply tomorrow morning explaining why you said that.,,,
spam,You have a secret admirer who wants to contact you. Call 09058094594.,,,
ham,Oh I thought you said she still doesn’t believe.,,,
ham,"LOL… no, I was just busy.",,,
spam,WELL DONE! Your 4? Costa Del Sol holiday or £5000 awaits collection. Call 09050090044.,,,
spam,"Reminder from O2: To get £2.50 free call credit reply with your name, house number, and postcode.",,,
ham,You will be in the place of that man.,,,
ham,I’m okay. I’ll be fine soon. All the best.,,,
spam,"Do you realize that in about 40 years, we will have many old ladies with tattoos?",,,
spam,"Congratulations! You have WON the £2,000 Christmas prize. Call 08718726971 now.",,,
ham,"If I’m not meeting you all, then I’ll go home. If you don’t feel like coming, it’s okay.",,,
spam,Free today: special picture offer. Text PIC to 89080.,,,
ham,How long does Applebee’s take?,,,
spam,Last chance to claim your £150 discount vouchers. Text YES to 85023 now.,,,
ham,"You never tell me, so how would I know… I’m not at home in the afternoon.",,,
spam,HMV BONUS SPECIAL: £500 of genuine HMV vouchers to be won. Send HMV to 86688.,,,
ham,I am only searching for a good dual SIM mobile.,,,
spam,Want location alerts sent directly to your mobile? Text MOAN to 69888 (18+).,,,
spam,You are awarded a SiPix digital camera! Call 09061221061.,,,
spam,You’ve been awarded £50 to play for instant cash. Call 08715203028.,,,
spam,"Sunshine Holidays: To claim your holiday, send a stamped envelope to Drinks on Us UK.",,,
ham,"Sorry, I’ll call later, I’m in a meeting.",,,
spam,Free message: Single? Find a partner in your area! Send CHAT to 62220.,,,
spam,"Your cash balance is currently £500. To collect, send COLLECT to 83600.",,,
ham,I know you are busy. I’m trying not to bother you. I have exams and then car work. Have a good day.,,,
ham,Your opinion about me? Please reply with the number.,,,
spam,Reminder: You have not downloaded the content you paid for. Visit the link to collect your content.,,,
ham,Thank you so much. Hope you are good. We are counting down. Enjoy!,,,
ham,I will come. I want to go to the hospital tomorrow. After that I will come. This is what I got from her—what to do? She didn’t give a time.,,,
ham,I sent the printouts.,,,
spam,Thousands of people in your area are ready to chat. Text CUTE to 69911.,,,
ham,Now press conference.,,,
ham,Give one missed call from that number please.,,,
ham,Good morning. At the repair shop—the only reason I am up at this hour.,,,
spam,URGENT! This is the second attempt to contact you. You have won £1250. Call 09071512433.,,,
spam,Do you want a new video handset? Unlimited texts? Reply or call 08000930705.,,,
spam,"Sunshine Holidays: To claim, send a stamped envelope to Drinks on Us UK.",,,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825.,,,
spam,You have an important customer service announcement from Premier. Call FREEPHONE 0800 542 0578.,,,
ham,"Sorry, it’s my friend’s phone and I didn’t type that message — Kate.",,,
ham,Nice one!,,,
ham,"Hi, what do you think about the match?",,,
ham,I will see in half an hour.,,,
ham,Every Monday… next week it will be completed.,,,
ham,A person who gets used and doesn’t realize it.,,,
ham,I sent you the money.,,,
ham,There generally isn’t one. It’s an uncountable noun.,,,
spam,You are a winner. You have been selected to receive £1000 cash or a £2000 award. Call 08714712377.,,,
spam,We tried contacting you regarding your reply for our offer. Call 08002988890.,,,
ham,Just glad to be talking to you.,,,
spam,You are awarded a city break and could win a £200 shopping spree. Text STORE to 88039.,,,
ham,Detroit. The home of snow. Enjoy it.,,,
ham,Check mail. I have emailed Varma and copied you. Take care.,,,
ham,The affidavit says the address and courtroom; I’ll double-check and text again tomorrow.,,,
spam,Free message: New camera phone—want to see a demo picture? Text CHAT to 82242.,,,
ham,Hey what are you doing? Why no reply?,,,
ham,"Okay, see you then.",,,
ham,"I couldn’t say no; he is a very sick man and I feel sad, so I will go. I will be back late.",,,
ham,Back in Birmingham! Thanks for everything. See you soon.,,,
spam,URGENT! Your mobile won a £2000 bonus caller prize. Call 09066362231 ASAP.,,,
spam,LIVE FANTASY line call 08707509020.,,,
spam,Please call our customer service representative on 0808 145 4742 as you have WON £1000 cash or a £5000 prize.,,,
ham,"Hi, where are you? At home or in Calicut?",,,
ham,"Yes, leaving now, be back soon.",,,
spam,Fantasy Football is back. Register now on Sky Gamestar.,,,
ham,"Hey, are you still online? I’ve finished formatting.",,,
ham,"Hi, this is Yijue. Can I meet you at 11 tomorrow?",,,
ham,"Good afternoon, hope your day is going well. Hope you got leads on a job.",,,
ham,Need to be in town by eight to walk from the car park.,,,
spam,Text and meet someone today. Reply with your name and age.,,,
ham,First answer my question.,,,
spam,Spook up your phone with a Halloween logo and tone. Text CARD SPOOK to 8007.,,,
spam,You are a winner. You have been selected to receive £1000 cash or a 4? holiday. Call 08712778107.,,,
spam,#ERROR!,,,
spam,I am available locally. Text a reply to get a response. Text STOP to end.,,,
spam,"Mila, age 23, new in UK. For chat text MTALK to 69866 (18+).",,,
ham,"Okay, no problem.",,,
ham,Yes… but they said it is IT.,,,
ham,"Okay, I’m ready.",,,
spam,Free camera phones with line rental from £4.49/month. Call 08001950382.,,,
ham,Hope you are having a good week. Just checking in.,,,
spam,I don’t know you and you don’t know me. Send CHAT to 86688.,,,
ham,Send your birthdate and I will tell you your life partner’s name calculation.,,,
ham,"Hi, do you want to join me with STS later? Meeting at 5.",,,
ham,What do you need? You already have someone to give you that.,,,
spam,From next month get up to 50% more calls. Call 9061100010.,,,
ham,"Please send me a mail about relatives coming to deliver here—costs, risks, benefits, everything.",,,
ham,Dad says hurry up.,,,
spam,Orange brings you ringtones every week! To stop reply STOP.,,,
ham,"Hi, it's in Durban—are you still on this number?",,,
ham,Tap & Spile at seven. It’s the pub on Gas Street.,,,
spam,You will not receive more messages from the chat service.,,,
ham,I saw him too but I thought he didn’t see me. I found a group.,,,
ham,I’m going to be bored all day—cable and internet outage.,,,
spam,Check out video selections at the site.,,,
ham,Thank you!,,,
spam,TheMob: New downloads available.,,,
spam,You’ve won tickets to EURO2004 or £800 cash. Call 09058099801.,,,
ham,What are you up to then?,,,
ham,Let there be snow. This weather brings people together.,,,
ham,She left it vague; said she’ll inform accounting about the rent delay.,,,
ham,I’m eating now but going back to work soon.,,,
ham,Got it! It looks great.,,,
spam,Latest news: Police station toilet stolen—cops have nothing to go on.,,,
ham,I squeezed money out of my dad.,,,
spam,I don’t know you and you don’t know me. Send CHAT to 86688.,,,
spam,PRIVATE! Your 2003 statement shows 800 unused points. Call 08715203694.,,,
spam,You are a winner. You have been selected to receive £1000 cash or a 4? holiday.,,,
spam,Had your mobile 11 months? Update for FREE. Call 08000839402.,,,
ham,"If I start sending phones to Nigeria, will you find a buyer? Tell dad not to buy from just anyone.",,,
ham,Her lesson is early. I’m still sleeping. Confirm with me later.,,,
ham,For real. She told my dad I have cancer.,,,
spam,You have 1 new message. Call 08715205273.,,,
spam,WELL DONE! Your holiday or £5000 awaits. Call 09050090044.,,,
ham,I am in the bus on the way to Calicut.,,,
ham,How’s Scotland? Hope you’re not overdoing it.,,,
ham,"Not yet… okay, what about that guy? Did he stop messaging you?",,,
ham,"I know where it is, I’ll be there around 5.",,,
ham,Okay no problem. Take your time.,,,
spam,Get your first ringtone free. Reply TONE.,,,
spam,Are you unique enough? Find out at the site.,,,
ham,"Like earlier, same question.",,,
ham,You will be in the place of that man.,,,
ham,"And very importantly, everything we discuss is between you and me only.",,,
ham,Give me a few minutes.,,,
ham,Why don’t you have new pictures on Facebook?,,,
spam,URGENT! Your mobile number has been awarded a £2000 prize. Call 09061790125.,,,
spam,Text me if you want content. To cancel text STOP.,,,
ham,It's getting me down just waiting around.,,,
spam,"Loan available £500–£75,000. Call 0800 1956669.",,,
ham,"Home now, so we can chat.",,,
spam,You have won a Nokia 6230 and a digital camera. Send NOKIA to 83383.,,,
ham,"Nothing, just getting messages from this name with different numbers.",,,
ham,"Or ask them all if next Saturday works. If yes, then I’m okay.",,,
ham,"Sorry, I’ll call later.",,,
spam,Call Germany for 1p per minute!,,,
spam,"Thank you, winner notified by SMS. Reply STOP to opt out.",,,
spam,Enjoy the club with your credits for videos and logos.,,,
spam,Free Nokia or Motorola with half-price line rental. Call 08001950382.,,,
ham,Just reached home.,,,
spam,Not heard from you for a while. Call me.,,,
ham,Thanks a lot.,,,
ham,Are you coming back for dinner?,,,
ham,They are giving a second chance to Rahul D.,,,
ham,True care will never go unrecognized. People understand its value later.,,,
ham,Please confirm the time to collect the cheque.,,,
ham,Okay.,,,
ham,Same with me. Thanks for the clarification.,,,
ham,I will vote where my heart guides me.,,,
ham,"I hoped I wouldn’t have to ask, but my rent is due and I don’t have enough. I need a loan. The balance is this amount. Could you help till mid-March?",,,
spam,HMV BONUS SPECIAL: £500 in vouchers to be won. Send HMV to 86688.,,,
spam,"Dear Dave, this is your final notice to collect your 4? Tenerife Holiday or £5000 cash. Call 09061743806.",,,
spam,Lord of the Rings: Return of the King in store now! Reply LOTR by 2 June.,,,
spam,"Double mins, double texts, and half-price line rental. Call 08000839402.",,,
ham,I’m home… if you’re awake.,,,
ham,"Alright, I’m in a friend’s room. Text me when you’re on the way.",,,
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,,,
ham,Oh...i asked for fun. Haha...take care. ü,,,
ham,Hey morning what you come to ask:-) pa...,,,
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,,,
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",,,
ham,Oh yeah clearly it's my fault,,,
ham,"I'll call you tomorrow at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",,,
ham,"Right on brah, see you later",,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
ham,K...k...when will you give treat?,,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,,,
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,,,
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",,,
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",,,
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,,,
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,,,
ham,I not busy just don't want to go so early.. Hee..,,,
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,,,
ham,Ofcourse I also upload some songs,,,
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",,,
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",,,
spam,network operator. The service is free. For T & C's visit 80488.biz,,,
ham,Not..tel software name..,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",,,
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",,,
ham,I'm sick !! ,,,
ham,Is toshiba portege m100 gd?,,,
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
ham,Exactly. Anyways how far. Is jide her to study or just visiting,,,
ham,So how are you really. What are you up to. How's the masters. And so on.,,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,,,
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,,,
ham,Dunno y u ask me.,,,
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",,,
ham,Yes. Nigh you cant aha.,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,,,
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",,,
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,,,
ham,Yes its possible but dint try. Pls dont tell to any one k,,,
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",,,
ham,Hi. Hope you had a good day. Have a better night.,,,
ham,I just reached home from college. Tired as hell!!!!,,,
ham,Er yep sure. Props?,,,
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,,,
spam,Claim your FREE holiday package! 3 nights stay for 2. Reply TRAVELI7R3PS to 0994428468. Limited seats.,,,
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,,,
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,,,
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",,,
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",,,
spam,INTERFLORA - ?It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,,,
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",,,
ham,5 nights...We not staying at port step liao,,,
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,,,
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,,,
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",,,
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",,,
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",,,
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,,,
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,,,
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",,,
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,
spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,,,
ham,Yar lor... Keep raining non stop... Or you wanna go elsewhere?,,,
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",,,
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",,,
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,,,
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,,,
ham,"Nah man, my car is meant to be crammed full of people",,,
ham,"Aight yo, dats straight dogg",,,
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",,,
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,
ham,I re-met alex nichols from middle school and it turns out he's dealing!,,,
ham,All e\the best for your driving tmr :-),,,
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,,,
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",,,
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",,,
ham,I emailed yifeng for my part oredi.. Can ü get it from him..,,,
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,,,
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,,,
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,,,
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,,,
ham,Okies... I'll go join you at the resturaunt... ,,,
ham,You in your room? I need a few,,,
ham,Another month. I need chocolate weed and alcohol.,,,
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,,,
ham,Yes. that will be fine. Love you. Be safe.,,,
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",,,
spam,"Hi there, 2days your lucky trio! Uve been invited 2 XCHAT, the Uks adventure! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",,,
ham,"Sorry battery died, yeah I'm here",,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Ugh. Gotta drive back to sd from la. I'm tired and sore.,,,
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",,,
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,,,
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,,,
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,,,
ham,K still are you loving me.,,,
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,,,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",,,
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,,,
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,,,
ham,Thanks. Fills me with complete calm and reassurance!,,,
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,,,
ham,I went to project centre,,,
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",,,
ham,I know that my friend already told that.,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,,,
